loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
33878,TOI-1259 A b,TOI-1259 A,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,3.477978,0.0000019,-0.0000017,0,0.0407,0.00114,-0.0011,0,11.456,0.336,-0.303,0,1.022,0.03,-0.027,0,140.16233,15.57359,-14.93794,0,0.441,0.049,-0.047,0,Mass,0,,,0,,,,,963,21,-21,0,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,4775,100,-100,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,-0.5,0.5,-0.5,0,[Fe/H],4.61,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m24.04s,282.1001665,+79d15m23.31s,79.2564761,118.106,0.375,-0.372,12.079,0.046,-0.046,9.619,0.018,-0.018,11.8104,0.000852,-0.000852,7/12/2021,2021-11,7/12/2021
33883,TOI-1260 b,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,3.127463,0.000005,-0.000005,0,0.0367,0.0011,-0.0011,0,2.41,0.05,-0.05,0,0.215,0.004,-0.004,0,8.56,1.54,-1.54,0,0.02693,0.00485,-0.00485,0,Mass,0,,,0,95.58,0.07,-0.07,0,871,24,-24,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,12/17/2022,2022-12,12/17/2022
33886,TOI-1260 c,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,7.493134,0.00002,-0.00002,0,0.0657,0.002,-0.002,0,2.76,0.07,-0.07,0,0.246,0.006,-0.006,0,13.2,4.23,-4.23,0,0.04153,0.01331,-0.01331,0,Mass,0,,,0,29.81,0.05,-0.05,0,651,18,-18,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,12/17/2022,2022-12,12/17/2022
33888,TOI-1260 d,TOI-1260,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.608164,0.000083,-0.000083,0,0.1116,0.0033,-0.0033,0,3.12,0.08,-0.08,0,0.278,0.007,-0.007,0,11.84,7.79,-7.79,0,0.03725,0.02451,-0.02451,0,Mass,0,,,0,10.32,0.07,-0.07,0,499,14,-14,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,12/17/2022,2022-12,12/17/2022
33892,TOI-1266 b,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.894841,0.000011,-0.000011,0,0.0728,0.0011,-0.0011,0,2.62,0.11,-0.11,0,0.234,0.01,-0.01,0,4.23,0.69,-0.69,0,0.01331,0.00217,-0.00217,0,Mass,0.22,,,1,5.5,1.1,-1,0,425,20,-19,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618,157,-157,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,3/25/2024,2024-01,3/25/2024
33897,TOI-1266 c,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,18.801611,0.000053,-0.000053,0,0.1047,0.0016,-0.0016,0,2.13,0.12,-0.12,0,0.19,0.011,-0.011,0,2.88,0.8,-0.8,0,0.00906,0.00252,-0.00252,0,Mass,0.34,,,1,2.7,0.5,-0.4,0,354,16,-16,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618,157,-157,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,3/25/2024,2024-01,3/25/2024
33899,TOI-1268 b,TOI-1268,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,8.1577094,0.0000045,-0.0000045,0,0.0711,0.0063,-0.0058,0,9.1,0.6,-0.6,0,0.812,0.054,-0.054,0,96.4,8.2,-8.3,0,0.30331,0.0258,-0.02611,0,Mass,0.105,0.04,-0.039,0,,,,,919,30,-31,0,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,K1-K2,5300,100,-100,0,0.92,0.06,-0.06,0,0.96,0.04,-0.04,0,0.36,0.06,-0.06,0,[Fe/H],4.55,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.557,0.545,-0.54,10.92,0.008,-0.008,8.911,0.014,-0.014,10.692,0.000739,-0.000739,3/28/2022,2022-01,3/28/2022
33904,TOI-1269 b,TOI-1269,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.2529913,0.0000068,-0.0000068,0,0.0496,0.0009,-0.001,0,2.401,0.15,-0.074,0,0.214,0.013,-0.007,0,6.4,3,-2.9,0,0.02014,0.00944,-0.00912,0,Mass,0,,,0,,,,,1005,15,-14,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5499,63,-60,0,0.85,0.01,-0.01,0,0.9,0.02,-0.03,0,-0.049,0.058,-0.057,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h38m47.19s,249.6966397,+64d33m33.05s,64.559181,172.138,0.696,-0.69,11.618,0.034,-0.034,9.89,0.019,-0.019,11.4712,0.000866,-0.000866,7/23/2024,2024-06,7/23/2024
33906,TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.31599,0.000018,-0.000018,0,0.0417,0.0007,-0.0007,0,4.132,0.226,-0.151,0,0.369,0.02,-0.013,0,27,2.7,-2.5,0,0.08495,0.0085,-0.00787,0,Mass,0.35,0.055,-0.055,0,,,,,975,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5065,52,-50,0,0.79,0.01,-0.01,0,0.88,0.01,-0.02,0,0.182,0.054,-0.056,0,[Fe/H],4.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.572,0.403,-0.401,11.758,0.046,-0.046,9.701,0.02,-0.02,11.6,0.000497,-0.000497,7/23/2024,2024-06,7/23/2024
33911,TOI-1273 b,TOI-1273,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,4.631296,0.000003,-0.000003,0,0.0549,0.001,-0.001,0,11.097,2.466,-2.466,0,0.99,0.22,-0.22,0,70.55791,4.76743,-4.76743,0,0.222,0.015,-0.015,0,Mass,0.055,0.032,-0.032,0,,,,,1211,15,-15,0,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,,5690,40,-40,0,1.06,0.02,-0.02,0,1.06,0.06,-0.06,0,0.07,0.04,-0.04,0,[Fe/H],4.37,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m29.01s,214.1208564,+58d23m24.91s,58.3902534,177.118,1.222,-1.206,10.98,0.009,-0.009,9.417,0.024,-0.024,10.8662,0.000261,-0.000261,3/5/2024,2024-02,3/5/2024
33913,TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,14.47567,0.00021,-0.00021,0,0.095,0.001,-0.001,0,12.218,2.69,-2.242,0,1.09,0.24,-0.2,0,5879.82553,158.9142,-158.9142,0,18.5,0.5,-0.5,0,Mass,0.013,0.004,-0.004,0,,,,,,,,,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799,42,-42,0,0.57,0.01,-0.01,0,0.54,0.02,-0.02,0,-0.01,0.28,-0.28,0,[Fe/H],4.68,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,320.4784442,+35d38m55.05s,35.648625,75.5759,0.15495,-0.15495,13.502,0.093,-0.093,9.735,0.012,-0.012,12.7543,0.000271,-0.000271,8/3/2021,2021-10,8/3/2021
33915,TOI-1279 b,TOI-1279,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,9.61419,0.00004,-0.00004,0,0.085,0.002,-0.002,0,2.661,0.138,-0.106,0,0.237,0.012,-0.009,0,10.6,2.5,-2.5,0,0.03335,0.00787,-0.00787,0,Mass,0,,,0,,,,,759,12,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5457,67,-68,0,0.84,0.01,-0.01,0,0.88,0.03,-0.03,0,-0.079,0.056,-0.059,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m15.09s,185.0628734,+56d12m05.07s,56.2014094,107.055,0.286,-0.284,10.714,0.006,-0.006,8.887,0.015,-0.015,10.4785,0.000192,-0.000192,7/22/2024,2024-06,7/22/2024
33917,TOI-128.01,TOI-128,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,4.9404681,,,0,0.05381,,,0,2.219,0.109,-0.109,0,0.198,0.01,-0.01,0,,,,,,,,,,,,,,182.41,,,0,1345,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6086,,,0,1.13,,,0,0.85,,,0,,,,,,4.26,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h18m05.03s,79.5209381,-80d57m51.78s,-80.964384,68.4727,0.1192,-0.1188,8.44,0.03,-0.03,6.932,0.033,-0.033,8.37173,0.000439,-0.000439,6/11/2024,2024-05,6/11/2024
33919,TOI-1288 b,TOI-1288,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.6998279,0.0000049,-0.0000049,0,0.0374,0.0007,-0.0008,0,4.968,0.108,-0.1,0,0.443,0.01,-0.009,0,44.1,2.7,-2.6,0,0.13875,0.0085,-0.00818,0,Mass,0,,,0,,,,,1203,20,-19,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5388,68,-66,0,0.96,0.02,-0.02,0,0.96,0.03,-0.03,0,0.257,0.058,-0.058,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,313.1670294,+65d36m31.62s,65.6087833,114.865,0.322,-0.321,10.445,0.007,-0.007,8.779,0.021,-0.021,10.4468,0.000358,-0.000358,7/22/2024,2024-06,7/22/2024
33925,TOI-1294 b,TOI-1294,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.915292,0.000015,-0.000015,0,0.051,0.001,-0.001,0,10.124,0.236,-0.221,0,0.903,0.021,-0.02,0,63.9,4.7,-4.5,0,0.20105,0.01479,-0.01416,0,Mass,0,,,0,,,,,1393,23,-25,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5718,58,-78,0,1.56,0.03,-0.03,0,1.16,0.06,-0.05,0,0.283,0.06,-0.059,0,[Fe/H],4.12,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h52m22.23s,223.0926408,+70d28m35.61s,70.4765573,332.648,2.301,-2.271,11.314,0.03,-0.03,9.964,0.02,-0.02,11.3998,0.000296,-0.000296,7/22/2024,2024-06,7/22/2024
33929,TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,3.9443736,0.0000016,-0.0000016,0,0.051,0.001,-0.001,0,14.116,0.285,-0.263,0,1.259,0.025,-0.023,0,95.3,4.7,-4.6,0,0.29985,0.01479,-0.01447,0,Mass,0,,,0,,,,,1415,25,-23,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5567,78,-72,0,1.7,0.03,-0.03,0,1.16,0.03,-0.02,0,0.405,0.059,-0.018,0,[Fe/H],4.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,256.7706392,+70d14m18.53s,70.2384806,323.265,2.845,-2.797,11.37,0.019,-0.019,9.742,0.016,-0.016,11.2912,0.000315,-0.000315,7/23/2024,2024-06,7/23/2024
33933,TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,4.537143,0.000003,-0.000003,0,0.057,0.001,-0.001,0,9.658,0.199,-0.173,0,0.862,0.018,-0.015,0,99,6,-6,0,0.31149,0.01888,-0.01888,0,Mass,0,,,0,,,,,1278,20,-26,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5752,69,-99,0,1.45,0.03,-0.02,0,1.22,0.02,-0.06,0,0.397,0.061,-0.058,0,[Fe/H],4.19,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,241.3229012,+70d11m24.14s,70.1900397,319.036,2.001,-1.978,11.889,0.022,-0.022,10.012,0.016,-0.016,11.4038,0.000268,-0.000268,7/23/2024,2024-06,7/23/2024
33937,TOI-132 b,TOI-132,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,2.1097019,0.000012,-0.000011,0,0.026,0.002,-0.003,0,3.42,0.13,-0.14,0,0.305,0.012,-0.012,0,22.4,1.9,-1.92,0,0.07048,0.00598,-0.00604,0,Mass,0.059,0.05,-0.037,0,860,,,0,1395,52,-72,0,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397,46,-46,0,0.9,0.02,-0.02,0,0.97,0.06,-0.06,0,0.16,0.1,-0.1,0,[Fe/H],4.48,0.23,-0.23,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,338.3996623,-43d26m12.74s,-43.436872,163.678,0.993,-0.981,11.197,0.013,-0.013,9.646,0.023,-0.023,11.3208,0.000702,-0.000702,2/21/2020,2020-03,2/27/2020
33939,TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,4.720219,0.000011,-0.000011,0,0.0626,0.0011,-0.0012,0,15.648,0.628,-0.605,0,1.396,0.056,-0.054,0,753.2571,76.2792,-76.2792,0,2.37,0.24,-0.24,0,Mass,0.073,0.092,-0.052,0,,,,,1679,35,-34,0,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274,97,-97,0,1.93,0.06,-0.06,0,1.46,0.08,-0.08,0,0.119,0.078,-0.077,0,[Fe/H],4.03,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,325.0145363,+48d24m24.36s,48.4067674,200.492,1.202,-1.188,9.438,0.003,-0.003,8.272,0.024,-0.024,9.35039,0.000213,-0.000213,2/25/2021,2021-04,3/4/2021
33942,TOI-1338 b,TOI-1338 A,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,95.4001,0.0062,-0.0056,0,,,,,7.661,0.053,-0.053,0,0.683,0.005,-0.005,0,11.3,2.1,-2.1,0,0.0355,0.0066,-0.0067,0,Mass,0.0331,0.0022,-0.0021,0,,,,,,,,,1,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,,,,,,1.31,0,0,0,1.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,92.1330955,-59d32m27.55s,-59.5409853,399.017,3.162,-3.113,11.722,0.022,-0.022,10.635,0.021,-0.021,11.8764,0.000174,-0.000174,8/7/2024,2024-07,8/7/2024
33946,TOI-1347 b,TOI-1347,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,0.84742346,0.00000061,-0.00000061,0,,,,,1.8,0.1,-0.1,0,0.161,0.009,-0.009,0,11.1,1.2,-1.2,0,0.03492,0.00378,-0.00378,0,Mass,0,,,0,,,,,1400,40,-40,0,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,,5464,100,-100,0,0.83,0.03,-0.03,0,0.91,0.03,-0.03,0,0.04,0.06,-0.06,0,[Fe/H],4.64,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,+70d17m24.19s,70.2900536,147.476,1.05,-1.035,11.168,0.013,-0.013,9.616,0.015,-0.015,11.2087,0.00115,-0.00115,3/4/2024,2024-02,3/4/2024
33949,TOI-1347 c,TOI-1347,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,4.841962,0.000012,-0.000012,0,,,,,1.6,0.1,-0.1,0,0.143,0.009,-0.009,0,6.4,,,1,0.02014,,,1,Mass,0,,,0,,,,,1000,25,-25,0,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,,5464,100,-100,0,0.83,0.03,-0.03,0,0.91,0.03,-0.03,0,0.04,0.06,-0.06,0,[Fe/H],4.64,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,280.3266806,+70d17m24.19s,70.2900536,147.476,1.05,-1.035,11.168,0.013,-0.013,9.616,0.015,-0.015,11.2087,0.00115,-0.00115,3/4/2024,2024-02,3/4/2024
